Age,Gender,City,Locality,Languages,college,Profession,Have you gone Trekking,Preferred Days,Number of Treks,Difficulty of Trek,trekker_id,BMI,cluster
24,1,0,6,[0],1,0,1,[0],2,0,2519,19.362472659471475,0
45,1,4,23,[0],4,0,0,[0],0,1,2520,25.781249999999996,0
34,0,4,19,[0],5,0,1,[0],2,0,2521,28.40054796351365,0
12,0,1,1,[0],0,0,0,[0],0,2,2522,29.384756657483933,0
28,1,4,19,[0],2,0,0,[0],0,1,2523,28.305332359386416,0
35,0,4,19,[0],1,0,1,[0],2,1,2524,27.85200797922391,0
40,1,4,2,[0],3,2,1,[0],4,1,2525,27.555555555555557,0
37,0,4,19,[0],2,0,0,[0],0,0,2526,26.740476637267783,0
32,1,2,11,[0],4,0,1,[0],3,0,2527,38.28656366830323,0
28,1,4,19,[0],0,1,1,[0],2,0,2528,31.238589800803275,0
20,1,3,22,[0],5,0,1,[0],4,2,2529,37.061362356915,0
31,1,0,14,[0],1,0,1,[0],1,1,2530,26.370238143535232,0
28,1,0,6,[0],0,0,1,[0],3,1,2531,33.310844999156686,0
18,1,4,16,[0],1,0,1,[0],3,0,2532,25.099501595611173,0
24,0,4,16,[0],2,0,1,[0],4,0,2533,27.99036281179139,0
20,0,4,23,[0],0,0,1,[0],2,1,2534,27.47138397502601,0
30,1,2,20,[0],3,0,1,[0],2,1,2535,28.084332107116012,0
42,1,4,19,[0],3,0,0,[0],0,2,2536,29.617289092507754,0
35,1,0,24,[0],4,0,1,[0],2,1,2537,32.690541781450875,0
55,1,4,16,[0],5,0,0,[0],0,2,2538,28.804413972169254,0
36,0,1,9,[0],4,0,1,[0],2,1,2539,23.49523687470631,0
36,0,2,12,[0],4,2,1,[0],5,1,2540,21.513858510523864,0
41,0,3,21,[0],1,0,0,[0],0,0,2541,23.533042706685695,0
19,0,0,24,[0],2,0,0,[0],0,0,2542,24.163265306122447,0
35,1,4,2,[0],2,0,0,[0],0,0,2543,25.536703601108034,0
19,1,1,1,[0],2,0,1,[0],3,0,2544,33.72346756595913,0
15,0,4,19,[0],5,1,1,[0],2,0,2545,35.204475308641975,0
35,0,4,23,[0],0,0,1,[0],1,0,2546,21.773842357381334,0
20,0,4,16,[0],2,1,1,[0],1,0,2547,23.225431847873423,0
38,1,0,6,[0],2,0,1,[0],2,1,2548,26.897670187097027,0
22,0,0,14,[0],2,1,1,[0],3,2,2549,27.815881725346742,0
35,0,3,8,[0],0,0,1,[0],2,0,2550,29.242108636436463,0
25,1,2,12,[0],2,0,1,[0],3,0,2551,26.171874999999996,0
35,1,4,19,[0],3,0,0,[0],0,1,2552,22.91303307000445,0
23,0,4,17,[0],1,0,1,[0],4,0,2553,31.50109569028488,0
38,1,4,2,[0],0,0,1,[0],2,1,2554,29.27796045223188,0
33,1,1,1,[0],5,0,1,[0],5,1,2555,18.591130340724717,0
23,1,4,2,[0],1,0,1,[0],1,0,2556,25.076193048107708,0
42,1,4,19,[0],2,0,1,[0],2,1,2557,20.286507911738084,0
30,1,1,3,[0],4,0,1,[0],3,2,2558,28.282828282828287,0
19,1,4,16,[0],3,0,0,[0],0,0,2559,27.94309769197271,0
37,1,4,16,[0],1,2,0,[0],0,0,2560,36.20313429875025,0
21,1,4,17,[0],4,2,1,[0],4,2,2561,30.35925113847192,0
38,1,1,5,[0],4,0,0,[0],0,2,2562,23.04002019946976,0
17,1,4,16,[0],4,0,0,[0],0,0,2563,22.95908765854944,0
37,1,1,13,[0],1,0,0,[0],0,0,2564,29.864958448753463,0
26,0,1,13,[0],5,0,0,[0],0,2,2565,21.63331530557058,0
28,1,1,1,[0],4,2,1,[0],3,0,2566,24.859073561850078,0
17,0,4,23,[0],1,0,1,[0],4,2,2567,27.041644131963228,0
31,1,4,16,[0],3,0,0,[0],0,1,2568,26.502116213757365,0
34,1,2,12,[0],1,0,1,[0],3,2,2569,20.61925365062196,0
41,1,4,17,[0],5,0,1,[0],2,1,2570,29.17488494411571,0
30,1,4,19,[0],4,0,0,[0],0,2,2571,33.333333333333336,0
21,0,2,15,[0],4,0,0,[0],0,1,2572,33.74770387457816,0
40,1,2,20,[0],1,0,1,[0],1,1,2573,23.301094832264035,0
32,1,0,10,[0],2,2,1,[0],3,2,2574,31.138985132231042,0
25,0,2,15,[0],5,2,0,[0],0,2,2575,31.58861340679523,0
24,1,4,2,[0],5,2,1,[0],1,1,2576,27.18163008641324,0
24,1,4,16,[0],5,0,1,[0],5,1,2577,32.038959374599514,0
39,1,4,17,[0],4,0,1,[0],2,1,2578,24.538964901844146,0
21,0,4,23,[0],5,0,1,[0],2,2,2579,29.15451895043732,0
31,1,4,17,[0],0,0,1,[0],3,0,2580,26.1286108288576,0
36,1,4,16,[0],4,0,0,[0],0,1,2581,25.762980578676178,0
44,0,2,12,[0],2,0,1,[0],3,1,2582,24.31412396574249,0
31,0,4,2,[0],3,0,1,[0],3,1,2583,22.79032897344431,0
21,1,4,17,[0],3,0,0,[0],0,1,2584,19.494328922495274,0
15,1,4,23,[0],4,0,0,[0],0,0,2585,32.27541689080151,0
35,1,3,8,[0],4,0,0,[0],0,0,2586,26.395803401383272,0
19,0,4,23,[0],0,0,1,[0],2,0,2587,27.469135802469133,0
26,0,1,13,[0],1,0,0,[0],0,0,2588,33.26706965799829,0
53,0,4,23,[0],4,1,1,[0],3,0,2589,28.93406890166274,0
32,1,2,15,[0],5,0,1,[0],3,2,2590,29.76086271489094,0
36,1,4,19,[0],0,2,1,[0],3,0,2591,19.362472659471475,0
30,0,4,2,[0],3,0,1,[0],1,1,2592,26.854405574103644,0
21,1,2,4,[0],2,0,1,[0],1,0,2593,23.66524436157625,0
20,1,4,2,[0],2,0,1,[0],3,1,2594,28.194284249647573,0
24,0,1,13,[0],3,0,1,[0],2,1,2595,32.46191135734072,0
26,1,1,13,[0],2,0,1,[0],1,0,2596,27.385202210377038,0
28,1,1,5,[0],4,2,0,[0],0,0,2597,25.25951557093426,0
36,1,0,7,[0],1,0,1,[0],3,0,2598,30.461118308182492,0
21,1,4,23,[0],3,1,0,[0],0,0,2599,27.250887446663558,0
25,1,1,5,[0],0,1,1,[0],2,1,2600,27.47138397502601,0
27,0,4,17,[0],1,0,1,[0],3,1,2601,19.2671714440238,0
22,0,4,23,[0],0,0,0,[0],0,1,2602,36.26243885984146,0
19,1,3,18,[0],2,0,1,[0],3,1,2603,24.88888888888889,0
24,1,2,15,[0],1,0,1,[0],4,0,2604,27.268005540166204,0
36,1,4,23,[0],2,0,1,[0],1,0,2605,28.0,0
36,1,4,2,[0],0,0,0,[0],0,2,2606,29.296874999999993,0
22,0,4,16,[0],1,0,1,[0],4,0,2607,28.981143437841094,0
30,0,1,13,[0],4,1,1,[0],3,1,2608,34.70650369699714,0
19,1,4,23,[0],5,0,1,[0],0,0,2609,29.552549427679498,0
37,1,4,16,[0],0,2,0,[0],0,0,2610,26.609712545078956,0
37,1,4,2,[0],2,0,0,[0],0,2,2611,30.832893829364274,0
25,1,1,5,[0],0,1,1,[0],2,0,2612,30.407626561472714,0
31,0,0,7,[0],5,0,0,[0],0,0,2613,36.55884122356426,0
26,1,3,21,[0],5,0,1,[0],3,1,2614,26.298487836949374,0
17,1,1,13,[0],4,0,1,[0],1,2,2615,24.167162403331353,0
25,1,4,17,[0],5,0,0,[0],0,0,2616,20.820939916716245,0
30,1,4,17,[0],3,0,1,[0],3,2,2617,29.760837606224676,0
10,1,0,7,[0],5,1,0,[0],0,2,2618,25.282569898869724,0
48,1,4,16,[0],3,0,1,[0],1,0,2619,22.10028959000152,0
50,1,4,23,[0],3,0,0,[0],0,0,2620,37.13348765432099,0
39,1,4,16,[0],3,0,1,[0],2,0,2621,30.864197530864192,0
49,1,3,21,[0],3,2,1,[0],4,0,2622,36.64982060877281,0
46,0,3,21,[0],5,0,1,[0],3,0,2623,27.887617065556707,0
33,1,2,4,[0],5,0,1,[0],3,2,2624,31.624219935908247,0
51,0,4,17,[0],3,2,0,[0],0,0,2625,33.310844999156686,0
35,1,4,19,[0],2,0,1,[0],2,0,2626,20.37037037037037,0
34,1,1,9,[0],4,0,1,[0],3,1,2627,32.45471689838165,0
32,1,1,1,[0],2,0,0,[0],0,0,2628,26.346494034400994,0
28,0,4,16,[0],1,0,1,[0],3,0,2629,24.747454257779218,0
25,1,1,13,[0],3,0,1,[0],3,2,2630,28.44095497516423,0
19,1,1,9,[0],2,0,1,[0],3,0,2631,25.72103221453871,0
25,0,4,16,[0],3,0,1,[0],2,1,2632,20.808561236623067,0
38,0,0,10,[0],3,0,0,[0],0,1,2633,21.71806608974573,0
38,0,2,15,[0],3,0,0,[0],0,1,2634,27.180899908172638,0
34,0,4,17,[0],4,0,0,[0],0,1,2635,21.20099137030069,0
36,0,4,19,[0],2,2,0,[0],0,0,2636,27.343749999999996,0
38,1,1,5,[0],0,0,0,[0],0,0,2637,19.841269841269845,0
37,1,4,23,[0],4,0,1,[0],4,2,2638,28.086419753086417,0
28,1,2,20,[0],4,0,1,[0],2,1,2639,24.840980089578082,0
31,1,4,23,[0],0,0,0,[0],0,0,2640,29.340039628105465,0
28,1,4,16,[0],2,0,0,[0],0,2,2641,25.909456951787405,0
34,0,0,7,[0],3,1,1,[0],2,1,2642,22.600262984878366,0
30,1,4,2,[0],5,1,0,[0],0,2,2643,27.29322416043669,0
38,1,4,19,[0],1,1,0,[0],0,2,2644,32.46753246753247,0
40,1,4,19,[0],3,1,0,[0],0,0,2645,29.21010994360826,0
45,0,2,12,[0],2,0,0,[0],0,0,2646,32.718619869125526,0
33,1,4,17,[0],0,1,0,[0],0,0,2647,26.493025631204315,0
31,0,4,2,[0],5,0,0,[0],0,1,2648,35.15339663988313,0
24,0,4,17,[0],0,0,0,[0],0,2,2649,26.989619377162633,0
23,1,1,13,[0],3,0,1,[0],4,2,2650,24.857954545454547,0
47,1,1,1,[0],0,0,1,[0],2,2,2651,20.07960127648894,0
42,0,4,19,[0],5,0,1,[0],4,0,2652,35.111111111111114,0
21,1,4,17,[0],5,1,1,[0],2,0,2653,26.83864765261977,0
12,0,1,13,[0],2,0,1,[0],3,1,2654,27.82931354359926,0
23,0,4,17,[0],2,0,0,[0],0,2,2655,24.128792373719392,0
23,1,0,24,[0],5,0,1,[0],2,2,2656,24.243918474687703,0
35,1,4,19,[0],5,0,1,[0],5,2,2657,38.097993827160494,0
43,1,4,23,[0],3,2,0,[0],0,0,2658,26.502116213757365,0
47,1,4,19,[0],5,0,1,[0],3,1,2659,26.83864765261977,0
35,1,4,17,[0],1,0,0,[0],0,1,2660,22.47120876377142,0
32,1,4,2,[0],0,0,0,[0],0,0,2661,31.63371488033298,0
33,1,2,11,[0],1,0,1,[0],2,2,2662,32.839181835241135,0
35,0,2,12,[0],0,0,1,[0],4,1,2663,31.626276482243554,0
21,1,4,19,[0],3,0,1,[0],1,1,2664,21.096190514828187,0
29,1,4,2,[0],3,2,1,[0],0,0,2665,21.453573713726524,0
16,0,4,23,[0],2,0,1,[0],4,2,2666,25.56610664718773,0
27,1,2,11,[0],3,1,1,[0],4,0,2667,29.515938606847698,0
33,1,1,13,[0],4,2,0,[0],0,1,2668,30.49352598986677,0
40,1,4,23,[0],5,2,1,[0],5,2,2669,26.44628099173554,0
30,0,4,2,[0],5,0,1,[0],3,1,2670,22.95908765854944,0
36,0,4,17,[0],5,0,1,[0],3,2,2671,20.820939916716245,0
30,0,0,6,[0],1,0,0,[0],0,2,2672,28.67059001056285,0
29,1,0,14,[0],0,0,1,[0],2,1,2673,25.96454217209623,0
15,0,4,23,[0],2,0,0,[0],0,0,2674,29.642685467072578,0
23,1,4,23,[0],1,2,0,[0],0,1,2675,26.502116213757365,0
25,1,4,16,[0],1,2,1,[0],4,1,2676,26.854405574103644,0
14,1,0,6,[0],0,0,1,[0],2,1,2677,22.145328719723185,0
27,1,1,9,[0],0,0,1,[0],2,2,2678,38.049940546967896,0
20,1,2,4,[0],1,0,0,[0],0,2,2679,33.22653376053162,0
36,1,4,17,[0],3,0,0,[0],0,2,2680,14.325068870523417,0
18,1,4,2,[0],2,0,1,[0],1,0,2681,26.42356982428326,0
25,1,2,20,[0],1,0,0,[0],0,2,2682,30.487804878048784,0
21,1,0,7,[0],5,0,0,[0],0,1,2683,21.564544913741823,0
24,1,0,6,[0],3,0,1,[0],3,0,2684,30.116002379535995,0
41,1,1,9,[0],4,0,1,[0],4,0,2685,26.672763298277697,0
16,1,2,4,[0],5,0,0,[0],0,1,2686,33.56351992592878,0
36,1,1,13,[0],4,0,1,[0],4,0,2687,37.75510204081633,0
33,0,1,3,[0],3,0,1,[0],3,0,2688,40.49230113485002,0
19,0,4,16,[0],1,0,1,[0],3,0,2689,30.043262297708697,0
30,1,4,19,[0],4,0,1,[0],3,1,2690,37.27906670760054,0
42,0,4,19,[0],3,0,1,[0],3,0,2691,25.461980633463213,0
24,1,4,17,[0],0,0,1,[0],5,2,2692,23.337684427040067,0
39,1,2,11,[0],1,0,0,[0],0,1,2693,25.20398137468495,0
41,0,4,23,[0],3,0,1,[0],3,0,2694,22.892819979188342,0
37,0,2,11,[0],1,0,1,[0],2,0,2695,29.752066115702483,0
41,0,4,16,[0],2,0,0,[0],0,0,2696,34.33509509663978,0
39,1,4,19,[0],1,0,0,[0],0,0,2697,25.970115548195267,0
29,1,3,22,[0],4,1,1,[0],1,2,2698,19.11111111111111,0
30,1,1,3,[0],5,0,0,[0],0,2,2699,26.061679307694877,0
44,1,4,2,[0],4,0,0,[0],0,0,2700,28.685144680698485,0
48,0,0,6,[0],2,0,1,[0],1,2,2701,20.307412205454995,0
26,1,4,16,[0],0,0,1,[0],2,0,2702,22.758306781975424,0
54,1,4,19,[0],3,0,0,[0],0,0,2703,31.239414355075468,0
45,0,4,17,[0],0,0,1,[0],1,0,2704,31.505986137366104,0
39,0,2,20,[0],3,0,0,[0],0,1,2705,26.332888752094664,0
43,1,0,24,[0],5,2,1,[0],3,0,2706,25.15589569160998,0
22,1,3,18,[0],3,0,1,[0],2,1,2707,24.977043158861342,0
24,1,3,0,[0],5,0,1,[0],4,2,2708,28.124999999999993,0
35,1,1,9,[0],1,0,1,[0],2,1,2709,29.752066115702483,0
31,0,4,23,[0],5,0,1,[0],4,0,2710,20.202020202020204,0
31,1,1,9,[0],4,0,0,[0],0,0,2711,28.804413972169254,0
20,1,2,15,[0],2,0,1,[0],3,0,2712,23.738662131519277,0
33,1,1,1,[0],2,0,1,[0],5,2,2713,33.31945022907122,0
35,0,1,9,[0],1,0,1,[0],2,0,2714,27.239224483255885,0
32,1,4,23,[0],3,1,1,[0],3,0,2715,26.953124999999996,0
37,0,2,20,[0],0,2,1,[0],3,1,2716,21.707923392038097,0
38,1,3,8,[0],0,0,1,[0],1,1,2717,20.86111966075032,0
39,1,1,13,[0],2,0,1,[0],3,0,2718,31.16343490304709,0
30,0,1,5,[0],1,0,1,[0],1,2,2719,25.86451247165533,0
16,1,2,15,[0],2,0,1,[0],3,1,2720,19.13265306122449,0
22,1,1,1,[0],2,1,1,[0],2,2,2721,24.034609838166958,0
26,0,1,9,[0],5,0,0,[0],0,0,2722,23.25501863821347,0
23,0,0,6,[0],2,0,1,[0],2,0,2723,25.88757396449704,0
26,1,1,5,[0],3,0,1,[0],2,0,2724,27.303438382155587,0
41,1,1,5,[0],2,0,1,[0],3,1,2725,28.075042938300964,0
35,1,1,13,[0],1,0,1,[0],3,1,2726,24.816326530612244,0
33,0,4,17,[0],5,0,1,[0],1,0,2727,21.453573713726524,0
31,0,4,2,[0],2,0,0,[0],0,1,2728,26.026174895895306,0
25,1,4,2,[0],2,2,1,[0],4,0,2729,24.740937287102444,0
52,1,0,6,[0],4,0,1,[0],1,2,2730,33.26706965799829,0
14,1,3,22,[0],4,0,1,[0],4,0,2731,26.89232313815483,0
46,1,2,12,[0],0,0,1,[0],4,2,2732,25.3069320474676,0
33,1,4,2,[0],1,0,1,[0],5,0,2733,30.11027889645828,0
45,1,2,4,[0],4,0,1,[0],3,2,2734,24.87771968291449,0
33,0,4,17,[0],3,0,0,[0],0,0,2735,28.228386465429637,0
27,1,1,1,[0],4,2,1,[0],2,2,2736,26.89232313815483,0
33,0,1,13,[0],2,0,1,[0],2,0,2737,26.986001011975038,0
21,1,2,20,[0],5,0,1,[0],2,0,2738,22.375679950619187,0
39,1,2,15,[0],1,2,0,[0],0,0,2739,29.830309550589273,0
33,1,0,7,[0],2,1,1,[0],4,0,2740,34.889853543754306,0
20,1,2,20,[0],5,0,1,[0],2,2,2741,20.177148524332274,0
12,0,2,15,[0],1,2,1,[0],2,0,2742,18.218322427126715,0
19,1,2,15,[0],1,0,1,[0],3,0,2743,36.1474435196195,0
41,0,4,2,[0],1,0,1,[0],3,0,2744,25.847768218818715,0
40,1,4,16,[0],2,0,1,[0],1,2,2745,41.54492330168006,0
26,1,2,12,[0],1,0,1,[0],2,2,2746,29.964328180737215,0
44,0,4,23,[0],4,0,1,[0],2,1,2747,28.344671201814062,0
30,1,3,8,[0],1,0,1,[0],3,0,2748,20.897959183673468,0
23,0,1,9,[0],1,2,1,[0],4,0,2749,26.175194521137367,0
19,0,1,1,[0],5,0,1,[0],3,1,2750,27.636054421768712,0
21,0,4,2,[0],4,0,1,[0],4,0,2751,21.29529475392104,0
32,1,2,12,[0],3,0,1,[0],3,2,2752,25.282569898869724,0
38,0,1,5,[0],1,0,1,[0],3,1,2753,32.85668008700079,0
32,1,4,2,[0],1,0,1,[0],3,0,2754,28.068944344546292,0
33,0,4,19,[0],1,0,1,[0],3,0,2755,38.95429362880886,0
28,1,4,23,[0],4,2,1,[0],2,1,2756,43.99643573178881,0
24,1,2,11,[0],0,1,0,[0],0,1,2757,15.346938775510203,0
27,1,1,3,[0],5,1,1,[0],1,0,2758,19.835162956123252,0
30,1,3,8,[0],5,0,1,[0],3,2,2759,32.76443835884396,0
38,0,4,16,[0],1,0,0,[0],0,0,2760,28.084332107116012,0
26,1,4,17,[0],1,0,1,[0],4,1,2761,27.09925100681245,0
37,1,4,2,[0],4,0,1,[0],3,2,2762,32.81249999999999,0
39,0,4,2,[0],2,0,1,[0],4,2,2763,27.39225712198685,0
18,1,4,19,[0],1,0,1,[0],2,2,2764,21.484374999999996,0
30,1,4,23,[0],1,0,1,[0],2,0,2765,22.97193820098194,0
21,0,4,17,[0],5,0,0,[0],0,1,2766,21.383941996057334,0
24,0,3,18,[0],0,0,1,[0],1,0,2767,27.055150884495315,0
23,1,1,1,[0],1,2,1,[0],3,1,2768,34.80874965389027,0
27,0,1,5,[0],2,0,1,[0],4,2,2769,32.235667526284466,0
38,0,0,24,[0],0,1,0,[0],0,0,2770,26.43807082198365,0
22,1,4,23,[0],2,0,0,[0],0,0,2771,21.453287197231838,0
20,1,3,0,[0],2,0,0,[0],0,0,2772,19.37919743392696,0
47,0,1,3,[0],1,2,0,[0],0,1,2773,30.542829376648623,0
41,1,4,19,[0],5,0,1,[0],2,1,2774,27.18163008641324,0
39,1,1,3,[0],0,0,0,[0],0,2,2775,33.33187140914872,0
51,1,4,17,[0],0,0,1,[0],2,1,2776,22.86236854138088,0
24,1,4,2,[0],1,0,0,[0],0,0,2777,23.124670372023203,0
29,1,2,15,[0],5,0,0,[0],0,2,2778,28.147870144492405,0
39,0,4,16,[0],5,2,0,[0],0,0,2779,27.587326057852245,0
29,1,4,17,[0],0,0,1,[0],4,0,2780,24.913494809688583,0
25,0,4,19,[0],1,0,1,[0],3,2,2781,27.776706145596233,0
34,1,0,7,[0],0,0,0,[0],0,1,2782,23.147255121330193,0
22,0,1,13,[0],0,0,0,[0],0,2,2783,30.859607376561577,0
37,1,4,17,[0],5,0,1,[0],3,0,2784,20.796729893506402,0
48,0,3,21,[0],3,0,1,[0],1,1,2785,17.617725223207618,0
14,0,4,23,[0],5,0,1,[0],3,2,2786,22.679952409280194,0
27,0,1,1,[0],5,0,1,[0],3,0,2787,28.040378144528116,0
38,1,4,16,[0],3,0,0,[0],0,2,2788,35.086180430682866,0
45,1,4,17,[0],0,0,1,[0],3,2,2789,27.12031558185404,0
40,0,3,8,[0],0,0,1,[0],2,2,2790,46.356492735598394,0
29,1,1,1,[0],0,2,0,[0],0,1,2791,31.640368178829714,0
32,0,3,22,[0],1,0,0,[0],0,2,2792,33.6727656294373,0
28,1,2,20,[0],4,0,0,[0],0,2,2793,28.981143437841094,0
31,0,1,5,[0],2,0,1,[0],1,2,2794,22.20633068613798,0
49,0,4,19,[0],4,2,1,[0],2,2,2795,31.90091949709139,0
32,1,1,9,[0],5,0,0,[0],0,2,2796,30.043262297708697,0
28,1,1,13,[0],2,1,0,[0],0,0,2797,23.80869017191275,0
22,1,4,2,[0],1,0,0,[0],0,1,2798,17.632653061224488,0
49,1,4,2,[0],0,0,1,[0],2,0,2799,26.638917793964616,0
29,1,4,2,[0],2,0,1,[0],5,2,2800,28.282828282828287,0
33,1,3,18,[0],0,0,1,[0],3,1,2801,24.3910588392529,0
37,1,2,20,[0],2,0,0,[0],0,0,2802,34.69685902118335,0
40,1,4,2,[0],2,0,0,[0],0,1,2803,31.596260387811633,0
20,1,1,1,[0],4,2,1,[0],3,0,2804,28.363245146461935,0
32,0,2,11,[0],4,0,1,[0],2,1,2805,29.017447199265384,0
18,1,1,9,[0],2,1,0,[0],0,0,2806,33.77044866453226,0
25,0,4,16,[0],0,0,0,[0],0,0,2807,21.773842357381334,0
36,0,4,17,[0],4,0,1,[0],5,2,2808,19.003908350962746,0
36,1,4,19,[0],1,1,1,[0],3,0,2809,30.700407876847507,0
21,1,2,4,[0],1,1,1,[0],4,1,2810,27.475629493018182,0
44,0,4,19,[0],1,0,1,[0],0,1,2811,43.47601055845971,0
22,1,1,1,[0],4,0,1,[0],3,2,2812,23.588329220496444,0
31,1,4,23,[0],5,0,1,[0],3,1,2813,24.524346347059055,0
44,0,0,24,[0],2,0,1,[0],2,2,2814,32.27541689080151,0
25,0,1,1,[0],1,0,1,[0],3,1,2815,34.70650369699714,0
19,0,1,9,[0],4,1,0,[0],0,2,2816,23.25501863821347,0
21,1,4,17,[0],0,0,1,[0],2,0,2817,30.818540433925047,0
27,1,4,17,[0],2,0,0,[0],0,1,2818,32.05128205128205,0
62,0,2,15,[0],2,0,0,[0],0,2,2819,20.936639118457304,0
41,0,1,1,[0],4,0,0,[0],0,0,2820,24.444444444444443,0
24,0,0,14,[0],4,0,1,[0],2,0,2821,29.17488494411571,0
16,1,4,17,[0],3,0,1,[0],3,2,2822,27.01685988851271,0
19,1,4,17,[0],0,1,1,[0],4,0,2823,31.596260387811633,0
28,1,4,19,[0],2,0,1,[0],1,1,2824,25.402816083611555,0
41,0,0,10,[0],5,0,0,[0],0,1,2825,18.590124925639504,0
24,0,4,23,[0],2,0,0,[0],0,1,2826,35.204081632653065,0
25,1,4,23,[0],1,0,1,[0],2,0,2827,27.885187388459254,0
65,1,4,19,[0],2,0,0,[0],0,0,2828,28.763971071663377,0
14,0,4,23,[0],5,0,1,[0],1,1,2829,32.191539660982855,0
28,1,4,16,[0],5,0,1,[0],2,1,2830,34.231502762971296,0
44,0,4,19,[0],2,0,1,[0],3,0,2831,25.344352617079892,0
15,0,4,17,[0],1,0,1,[0],3,1,2832,32.414170927684445,0
46,1,4,19,[0],5,0,1,[0],1,2,2833,28.515624999999993,0
43,1,4,16,[0],2,0,1,[0],1,1,2834,33.27546296296296,0
10,0,4,16,[0],0,2,0,[0],0,2,2835,22.34351559258195,0
27,0,2,15,[0],3,2,1,[0],2,0,2836,24.092970521541954,0
36,1,4,2,[0],0,2,1,[0],3,1,2837,30.319331018631722,0
23,0,4,2,[0],1,0,1,[0],2,0,2838,27.053802773967377,0
37,1,4,17,[0],0,0,0,[0],0,2,2839,30.487804878048784,0
34,0,4,2,[0],0,0,1,[0],4,2,2840,22.589551436050055,0
38,0,4,17,[0],5,0,1,[0],3,1,2841,16.528925619834713,0
34,0,3,22,[0],4,0,0,[0],0,2,2842,28.282828282828287,0
34,0,2,4,[0],1,0,1,[0],4,0,2843,31.217481789802285,0
18,1,1,13,[0],2,1,0,[0],0,0,2844,37.19500099186669,0
31,0,2,11,[0],2,0,1,[0],3,1,2845,28.353057199211044,0
29,1,4,16,[0],2,0,1,[0],4,1,2846,18.92915089237426,0
12,1,0,14,[0],4,0,1,[0],0,2,2847,24.34960912469563,0
18,0,4,16,[0],1,0,1,[0],3,2,2848,28.398718000730252,0
18,0,4,19,[0],1,0,1,[0],3,2,2849,29.733900410252552,0
43,1,3,21,[0],2,0,1,[0],2,2,2850,22.375679950619187,0
32,1,4,23,[0],2,0,1,[0],2,0,2851,28.44095497516423,0
29,0,4,2,[0],3,0,1,[0],2,0,2852,39.467993079584765,0
29,0,1,5,[0],1,0,0,[0],0,0,2853,38.097993827160494,0
23,0,3,22,[0],2,1,0,[0],0,0,2854,27.548209366391188,0
43,0,3,0,[0],0,0,1,[0],2,0,2855,22.77318640955005,0
35,1,4,23,[0],2,0,1,[0],2,0,2856,30.42184964845863,0
19,1,2,12,[0],0,2,1,[0],4,1,2857,26.83864765261977,0
35,0,2,4,[0],5,0,0,[0],0,1,2858,30.443839128344813,0
23,1,4,2,[0],1,1,1,[0],3,2,2859,31.231409875074366,0
43,1,4,16,[0],2,0,0,[0],0,0,2860,26.564344746162927,0
15,1,4,16,[0],3,0,1,[0],2,2,2861,29.48870392390012,0
22,0,1,13,[0],4,0,1,[0],3,2,2862,25.536703601108034,0
39,0,4,16,[0],5,2,1,[0],3,1,2863,23.384353741496604,0
31,1,4,23,[0],2,2,1,[0],3,1,2864,26.218820861678008,0
28,1,1,13,[0],3,0,1,[0],2,1,2865,31.828703703703706,0
29,0,1,3,[0],5,0,1,[0],2,1,2866,29.319856487018246,0
35,0,2,12,[0],0,0,0,[0],0,2,2867,18.79618949976505,0
41,1,3,21,[0],3,2,1,[0],2,2,2868,26.370238143535232,0
35,1,4,2,[0],1,0,0,[0],0,2,2869,22.77318640955005,0
21,0,1,5,[0],4,0,1,[0],2,0,2870,31.596260387811633,0
24,1,3,8,[0],1,0,1,[0],3,1,2871,34.720570749108205,0
42,1,1,13,[0],1,0,0,[0],0,1,2872,28.906249999999993,0
36,1,4,23,[0],2,0,0,[0],0,0,2873,31.596260387811633,0
15,1,2,4,[0],5,0,1,[0],2,2,2874,34.244946492271104,0
17,1,4,17,[0],4,0,1,[0],2,0,2875,24.111507464658473,0
37,1,3,22,[0],0,2,1,[0],1,2,2876,23.991212856977683,0
18,1,3,8,[0],3,1,1,[0],1,1,2877,28.479886080455675,0
27,0,4,23,[0],4,0,0,[0],0,1,2878,45.40816326530613,0
29,1,4,19,[0],2,0,1,[0],3,1,2879,26.666666666666668,0
15,0,4,2,[0],4,0,1,[0],3,1,2880,26.037493991347535,0
25,1,2,12,[0],3,0,1,[0],1,0,2881,22.308149910767405,0
19,1,4,16,[0],1,1,1,[0],2,2,2882,35.2112676056338,0
32,1,1,1,[0],0,0,1,[0],4,1,2883,29.475842624631554,0
27,0,4,16,[0],3,0,1,[0],2,1,2884,28.303850156087407,0
30,1,4,16,[0],3,0,0,[0],0,1,2885,31.231409875074366,0
23,1,4,19,[0],4,0,1,[0],2,2,2886,31.912223457277065,0
34,0,4,17,[0],5,0,1,[0],2,1,2887,25.55932915514163,0
44,1,4,16,[0],1,0,0,[0],0,1,2888,22.600262984878366,0
32,1,4,17,[0],2,0,1,[0],1,0,2889,28.763971071663377,0
13,1,3,22,[0],0,0,1,[0],4,1,2890,21.077195227520797,0
35,1,4,23,[0],1,1,0,[0],0,2,2891,18.339100346020764,0
36,1,2,15,[0],5,1,0,[0],0,0,2892,23.875114784205696,0
22,1,4,23,[0],1,0,1,[0],2,0,2893,24.023808670084982,0
43,0,3,22,[0],2,0,0,[0],0,1,2894,32.446723281525394,0
